ticker,cik,company_name,year,form,filing_date,report_date,accession_number,primary_document,source_url,sec_archive_url
TMO,0000097745,Thermo Fisher Scientific,2018,DEF 14A,2018-04-10,2018-05-23,0000097745-18-000011,a2018proxy.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000009774518000011/a2018proxy.htm
TMO,0000097745,Thermo Fisher Scientific,2019,DEF 14A,2019-04-09,2019-05-22,0001193125-19-101242,d614669ddef14a.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000119312519101242/d614669ddef14a.htm
TMO,0000097745,Thermo Fisher Scientific,2020,DEF 14A,2020-04-07,2020-05-20,0001140361-20-008182,nc10010542x1-def14a.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000114036120008182/nc10010542x1-def14a.htm
TMO,0000097745,Thermo Fisher Scientific,2021,DEF 14A,2021-04-08,2021-05-19,0000097745-21-000019,thermofisher2021proxy.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000009774521000019/thermofisher2021proxy.htm
TMO,0000097745,Thermo Fisher Scientific,2022,DEF 14A,2022-04-07,2022-05-18,0000097745-22-000018,thermofisher2022proxy.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000009774522000018/thermofisher2022proxy.htm
TMO,0000097745,Thermo Fisher Scientific,2023,DEF 14A,2023-04-07,,0000097745-23-000025,tmo-20230404.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000009774523000025/tmo-20230404.htm
TMO,0000097745,Thermo Fisher Scientific,2024,DEF 14A,2024-04-09,2024-05-22,0001193125-24-090173,d531012ddef14a.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000119312524090173/d531012ddef14a.htm
ABT,0000001800,Abbott Laboratories,2016,DEF 14A,2016-03-18,2016-04-29,0001047469-16-011351,a2227343zdef14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000104746916011351/a2227343zdef14a.htm
ABT,0000001800,Abbott Laboratories,2017,DEF 14A,2017-03-17,2017-04-28,0001047469-17-001713,a2230920zdef14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000104746917001713/a2230920zdef14a.htm
ABT,0000001800,Abbott Laboratories,2018,DEF 14A,2018-03-16,2018-04-27,0001047469-18-001774,a2234262zdef14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000104746918001774/a2234262zdef14a.htm
ABT,0000001800,Abbott Laboratories,2019,DEF 14A,2019-03-15,2019-04-26,0001047469-19-001316,a2237648zdef14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000104746919001316/a2237648zdef14a.htm
ABT,0000001800,Abbott Laboratories,2020,DEF 14A,2020-03-13,2020-04-24,0001047469-20-001466,a2240611zdef14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000104746920001466/a2240611zdef14a.htm
ABT,0000001800,Abbott Laboratories,2021,DEF 14A,2021-03-12,2021-04-23,0001047469-21-000592,a2242988zdef14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000104746921000592/a2242988zdef14a.htm
ABT,0000001800,Abbott Laboratories,2022,DEF 14A,2022-03-18,2022-04-29,0001206774-22-000778,abt3910011-def14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000120677422000778/abt3910011-def14a.htm
ABT,0000001800,Abbott Laboratories,2023,DEF 14A,2023-03-17,,0001308179-23-000247,abt4116441-def14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000130817923000247/abt4116441-def14a.htm
ABT,0000001800,Abbott Laboratories,2024,DEF 14A,2024-03-15,2024-04-26,0001308179-24-000182,abt4257331-def14a.htm,https://data.sec.gov/submissions/CIK0000001800.json,https://www.sec.gov/Archives/edgar/data/1800/000130817924000182/abt4257331-def14a.htm
PFE,0000078003,Pfizer,2016,DEF 14A,2016-03-15,2016-04-28,0000930413-16-006044,c83881_def14a.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000093041316006044/c83881_def14a.htm
PFE,0000078003,Pfizer,2017,DEF 14A,2017-03-16,2017-04-27,0000930413-17-001059,c87415_def14a.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000093041317001059/c87415_def14a.htm
PFE,0000078003,Pfizer,2018,DEF 14A,2018-03-15,2018-04-26,0000930413-18-000973,c90444_def14a.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000093041318000973/c90444_def14a.htm
PFE,0000078003,Pfizer,2019,DEF 14A,2019-03-14,2019-04-25,0000930413-19-000953,c93082_def14a.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000093041319000953/c93082_def14a.htm
PFE,0000078003,Pfizer,2020,DEF 14A,2020-03-13,2020-04-23,0000930413-20-000781,c94228_def14a.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000093041320000781/c94228_def14a.htm
PFE,0000078003,Pfizer,2021,DEF 14A,2021-03-12,2021-04-22,0000078003-21-000047,proxystatement.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000007800321000047/proxystatement.htm
PFE,0000078003,Pfizer,2022,DEF 14A,2022-03-17,2022-04-28,0000078003-22-000038,proxywc22.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000007800322000038/proxywc22.htm
PFE,0000078003,Pfizer,2023,DEF 14A,2023-03-16,,0000078003-23-000040,pfe-20230315.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000007800323000040/pfe-20230315.htm
PFE,0000078003,Pfizer,2024,DEF 14A,2024-03-14,2024-04-25,0000078003-24-000068,pfe-20240313.htm,https://data.sec.gov/submissions/CIK0000078003.json,https://www.sec.gov/Archives/edgar/data/78003/000007800324000068/pfe-20240313.htm
MDT,0001613103,Medtronic,2016,DEF 14A,2016-08-10,2016-12-09,0001193125-16-677599,d210423ddef14a.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000119312516677599/d210423ddef14a.htm
MDT,0001613103,Medtronic,2017,DEF 14A,2017-08-28,2017-08-28,0001308179-17-000223,lmdt2017_def14a.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000130817917000223/lmdt2017_def14a.htm
MDT,0001613103,Medtronic,2018,DEF 14A,2018-08-24,2018-08-24,0001308179-18-000261,lmdt2018-def14a.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000130817918000261/lmdt2018-def14a.htm
MDT,0001613103,Medtronic,2019,DEF 14A,2019-08-16,2019-12-06,0001308179-19-000222,lmdt2019_def14a.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000130817919000222/lmdt2019_def14a.htm
MDT,0001613103,Medtronic,2020,DEF 14A,2020-08-14,2020-12-11,0001193125-20-220558,d941945ddef14a.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000119312520220558/d941945ddef14a.htm
MDT,0001613103,Medtronic,2021,DEF 14A,2021-08-27,2021-12-09,0001193125-21-259369,d220554ddef14a.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000119312521259369/d220554ddef14a.htm
MDT,0001613103,Medtronic,2022,DEF 14A,2022-08-19,2022-12-08,0001193125-22-225369,d382106ddef14a.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000119312522225369/d382106ddef14a.htm
MDT,0001613103,Medtronic,2023,DEF 14A,2023-08-11,2023-10-19,0001613103-23-000108,mdt-20230811.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000161310323000108/mdt-20230811.htm
MDT,0001613103,Medtronic,2024,DEF 14A,2024-08-09,2024-10-17,0001613103-24-000124,mdt-20240809.htm,https://data.sec.gov/submissions/CIK0001613103.json,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000124/mdt-20240809.htm
BMY,0000014272,Bristol-Myers Squibb,2016,DEF 14A,2016-03-23,2016-05-03,0001047469-16-011495,a2227801zdef14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000104746916011495/a2227801zdef14a.htm
BMY,0000014272,Bristol-Myers Squibb,2017,DEF 14A,2017-03-23,2017-05-02,0001047469-17-001940,a2231412zdef14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000104746917001940/a2231412zdef14a.htm
BMY,0000014272,Bristol-Myers Squibb,2018,DEF 14A,2018-03-22,2018-05-01,0001047469-18-002011,a2234920zdef14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000104746918002011/a2234920zdef14a.htm
BMY,0000014272,Bristol-Myers Squibb,2019,DEF 14A,2019-04-30,2019-05-29,0001047469-19-002763,a2238565zdef14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000104746919002763/a2238565zdef14a.htm
BMY,0000014272,Bristol-Myers Squibb,2020,DEF 14A,2020-03-25,2020-05-05,0001140361-20-006834,nc10007007x1_def14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000114036120006834/nc10007007x1_def14a.htm
BMY,0000014272,Bristol-Myers Squibb,2021,DEF 14A,2021-03-25,2021-05-04,0001140361-21-010010,nc10020324x2_def14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000114036121010010/nc10020324x2_def14a.htm
BMY,0000014272,Bristol-Myers Squibb,2022,DEF 14A,2022-03-24,2022-05-03,0001140361-22-010987,ny20002084x1_def14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000114036122010987/ny20002084x1_def14a.htm
BMY,0000014272,Bristol-Myers Squibb,2023,DEF 14A,2023-03-23,,0001140361-23-013442,ny20006581x1_def14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000114036123013442/ny20006581x1_def14a.htm
BMY,0000014272,Bristol-Myers Squibb,2024,DEF 14A,2024-03-28,2024-05-07,0001140361-24-016251,ny20016133x2_def14a.htm,https://data.sec.gov/submissions/CIK0000014272.json,https://www.sec.gov/Archives/edgar/data/14272/000114036124016251/ny20016133x2_def14a.htm
AMZN,0001018724,Amazon,2016,DEF 14A,2016-04-05,2016-05-17,0001193125-16-530747,d78603ddef14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000119312516530747/d78603ddef14a.htm
AMZN,0001018724,Amazon,2017,DEF 14A,2017-04-12,2017-05-23,0001193125-17-120195,d334778ddef14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000119312517120195/d334778ddef14a.htm
AMZN,0001018724,Amazon,2018,DEF 14A,2018-04-18,2018-05-30,0001193125-18-121077,d514607ddef14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000119312518121077/d514607ddef14a.htm
AMZN,0001018724,Amazon,2019,DEF 14A,2019-04-11,2019-05-22,0001193125-19-102995,d667736ddef14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000119312519102995/d667736ddef14a.htm
AMZN,0001018724,Amazon,2020,DEF 14A,2020-04-16,2020-05-27,0001193125-20-108422,d897711ddef14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000119312520108422/d897711ddef14a.htm
AMZN,0001018724,Amazon,2021,DEF 14A,2021-04-15,2021-05-26,0001104659-21-050333,tm2035374-1_def14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000110465921050333/tm2035374-1_def14a.htm
AMZN,0001018724,Amazon,2022,DEF 14A,2022-04-14,2022-05-25,0001104659-22-045572,tm223357-5_def14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000110465922045572/tm223357-5_def14a.htm
AMZN,0001018724,Amazon,2023,DEF 14A,2023-04-13,,0001104659-23-044708,tm233694d2_def14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000110465923044708/tm233694d2_def14a.htm
AMZN,0001018724,Amazon,2024,DEF 14A,2024-04-11,2024-05-22,0001104659-24-045910,tm2329302d4_def14a.htm,https://data.sec.gov/submissions/CIK0001018724.json,https://www.sec.gov/Archives/edgar/data/1018724/000110465924045910/tm2329302d4_def14a.htm
TSLA,0001318605,Tesla,2016,DEF 14A,2016-04-15,2016-05-31,0001193125-16-543341,d133980ddef14a.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000119312516543341/d133980ddef14a.htm
TSLA,0001318605,Tesla,2017,DEF 14A,2017-04-20,2017-06-06,0001193125-17-130746,d318894ddef14a.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000119312517130746/d318894ddef14a.htm
TSLA,0001318605,Tesla,2018,DEF 14A,2018-02-08,2018-03-21,0001193125-18-035345,d524719ddef14a.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000119312518035345/d524719ddef14a.htm
TSLA,0001318605,Tesla,2019,DEF 14A,2019-04-30,2019-06-11,0001564590-19-014268,tsla-def14a_20190611.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000156459019014268/tsla-def14a_20190611.htm
TSLA,0001318605,Tesla,2020,DEF 14A,2020-05-28,2020-07-07,0001564590-20-027321,tsla-def14a_20200707.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000156459020027321/tsla-def14a_20200707.htm
TSLA,0001318605,Tesla,2021,DEF 14A,2021-08-26,2021-08-26,0001564590-21-045926,tsla-def14a_20210826.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000156459021045926/tsla-def14a_20210826.htm
TSLA,0001318605,Tesla,2022,DEF 14A,2022-06-23,2022-08-04,0001564590-22-024064,tsla-def14a_20220804.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000156459022024064/tsla-def14a_20220804.htm
TSLA,0001318605,Tesla,2023,DEF 14A,2023-04-06,,0001193125-23-094075,d451342ddef14a.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000119312523094075/d451342ddef14a.htm
TSLA,0001318605,Tesla,2024,DEF 14A,2024-04-29,2024-06-13,0001104659-24-053333,tm2326076d15_def14a.htm,https://data.sec.gov/submissions/CIK0001318605.json,https://www.sec.gov/Archives/edgar/data/1318605/000110465924053333/tm2326076d15_def14a.htm
HD,0000354950,Home Depot,2016,DEF 14A,2016-04-04,2016-05-19,0001193125-16-529376,d24558ddef14a.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000119312516529376/d24558ddef14a.htm
HD,0000354950,Home Depot,2017,DEF 14A,2017-04-03,2017-05-18,0001193125-17-108511,d293861ddef14a.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000119312517108511/d293861ddef14a.htm
HD,0000354950,Home Depot,2018,DEF 14A,2018-04-02,2018-05-17,0001193125-18-104990,d504528ddef14a.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000119312518104990/d504528ddef14a.htm
HD,0000354950,Home Depot,2019,DEF 14A,2019-04-08,2019-05-23,0000354950-19-000014,hd-2019proxystatement.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000035495019000014/hd-2019proxystatement.htm
HD,0000354950,Home Depot,2020,DEF 14A,2020-04-06,2020-05-21,0000354950-20-000024,hd-2020proxystatement.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000035495020000024/hd-2020proxystatement.htm
HD,0000354950,Home Depot,2021,DEF 14A,2021-04-05,2021-05-20,0000354950-21-000116,hd-2021proxystatementng.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000035495021000116/hd-2021proxystatementng.htm
HD,0000354950,Home Depot,2022,DEF 14A,2022-04-04,2022-05-19,0000354950-22-000116,hd-2022proxystatement.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000035495022000116/hd-2022proxystatement.htm
HD,0000354950,Home Depot,2023,DEF 14A,2023-04-03,,0000354950-23-000101,hd-20230330.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000035495023000101/hd-20230330.htm
HD,0000354950,Home Depot,2024,DEF 14A,2024-04-01,2024-05-16,0000354950-24-000108,hd-20240401.htm,https://data.sec.gov/submissions/CIK0000354950.json,https://www.sec.gov/Archives/edgar/data/354950/000035495024000108/hd-20240401.htm
MCD,0000063908,McDonald's,2016,DEF 14A,2016-04-15,2016-05-26,0000063908-16-000113,a2016def14a.htm,https://data.sec.gov/submissions/CIK0000063908.json,https://www.sec.gov/Archives/edgar/data/63908/000006390816000113/a2016def14a.htm
MCD,0000063908,McDonald's,2017,DEF 14A,2017-04-13,2017-05-24,0001206774-17-001192,mcdonalds3170981-def14a.htm,https://data.sec.gov/submissions/CIK0000063908.json,https://www.sec.gov/Archives/edgar/data/63908/000120677417001192/mcdonalds3170981-def14a.htm
MCD,0000063908,McDonald's,2018,DEF 14A,2018-04-12,2018-05-24,0001206774-18-001176,mcd3291681-def14a.htm,https://data.sec.gov/submissions/CIK0000063908.json,https://www.sec.gov/Archives/edgar/data/63908/000120677418001176/mcd3291681-def14a.htm
MCD,0000063908,McDonald's,2019,DEF 14A,2019-04-11,2019-05-23,0001206774-19-001299,mcd3477431-def14a.htm,https://data.sec.gov/submissions/CIK0000063908.json,https://www.sec.gov/Archives/edgar/data/63908/000120677419001299/mcd3477431-def14a.htm
MCD,0000063908,McDonald's,2020,DEF 14A,2020-04-09,2020-05-21,0001206774-20-001117,mcd3631831-def14a.htm,https://data.sec.gov/submissions/CIK0000063908.json,https://www.sec.gov/Archives/edgar/data/63908/000120677420001117/mcd3631831-def14a.htm
MCD,0000063908,McDonald's,2021,DEF 14A,2021-04-08,2021-05-20,0001206774-21-001039,mcd3798221-def14a.htm,https://data.sec.gov/submissions/CIK0000063908.json,https://www.sec.gov/Archives/edgar/data/63908/000120677421001039/mcd3798221-def14a.htm
MCD,0000063908,McDonald's,2023,DEF 14A,2023-04-14,,0001558370-23-005957,mcd-20230525xdef14a.htm,https://data.sec.gov/submissions/CIK0000063908.json,https://www.sec.gov/Archives/edgar/data/63908/000155837023005957/mcd-20230525xdef14a.htm
MCD,0000063908,McDonald's,2024,DEF 14A,2024-04-08,2024-05-22,0001558370-24-004818,mcd-20240522xdef14a.htm,https://data.sec.gov/submissions/CIK0000063908.json,https://www.sec.gov/Archives/edgar/data/63908/000155837024004818/mcd-20240522xdef14a.htm
NKE,0000320187,Nike,2016,DEF 14A,2016-07-25,2016-09-22,0000320187-16-000339,nke-2016xdef14a.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018716000339/nke-2016xdef14a.htm
NKE,0000320187,Nike,2017,DEF 14A,2017-07-25,2017-05-31,0000320187-17-000127,nke-2017xdef14a.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018717000127/nke-2017xdef14a.htm
NKE,0000320187,Nike,2018,DEF 14A,2018-07-25,2018-05-31,0000320187-18-000144,nke-2018xdef14a.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018718000144/nke-2018xdef14a.htm
NKE,0000320187,Nike,2019,DEF 14A,2019-07-23,2019-05-31,0000320187-19-000053,nike2019proxy.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018719000053/nike2019proxy.htm
NKE,0000320187,Nike,2020,DEF 14A,2020-07-24,2020-05-31,0000320187-20-000049,nike2020proxy.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018720000049/nike2020proxy.htm
NKE,0000320187,Nike,2021,DEF 14A,2021-08-09,2021-05-31,0000320187-21-000035,nike2021proxy.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018721000035/nike2021proxy.htm
NKE,0000320187,Nike,2022,DEF 14A,2022-07-21,2022-05-31,0000320187-22-000041,nike2022proxy.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018722000041/nike2022proxy.htm
NKE,0000320187,Nike,2023,DEF 14A,2023-07-20,2023-05-31,0000320187-23-000040,nke-20230720.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018723000040/nke-20230720.htm
NKE,0000320187,Nike,2024,DEF 14A,2024-07-25,2024-05-31,0000320187-24-000045,nke-20240725.htm,https://data.sec.gov/submissions/CIK0000320187.json,https://www.sec.gov/Archives/edgar/data/320187/000032018724000045/nke-20240725.htm
SBUX,0000829224,Starbucks,2016,DEF 14A,2016-01-25,2016-03-23,0001567619-16-001713,s001119x2_def14a.htm,https://data.sec.gov/submissions/CIK0000829224.json,https://www.sec.gov/Archives/edgar/data/829224/000156761916001713/s001119x2_def14a.htm
SBUX,0000829224,Starbucks,2017,DEF 14A,2017-01-27,2017-03-22,0001672764-17-000003,t1700114-def14a.htm,https://data.sec.gov/submissions/CIK0000829224.json,https://www.sec.gov/Archives/edgar/data/829224/000167276417000003/t1700114-def14a.htm
SBUX,0000829224,Starbucks,2018,DEF 14A,2018-01-26,2018-03-21,0001193125-18-021792,d440699ddef14a.htm,https://data.sec.gov/submissions/CIK0000829224.json,https://www.sec.gov/Archives/edgar/data/829224/000119312518021792/d440699ddef14a.htm
SBUX,0000829224,Starbucks,2019,DEF 14A,2019-01-25,2019-03-20,0001193125-19-017145,d623511ddef14a.htm,https://data.sec.gov/submissions/CIK0000829224.json,https://www.sec.gov/Archives/edgar/data/829224/000119312519017145/d623511ddef14a.htm
SBUX,0000829224,Starbucks,2020,DEF 14A,2020-01-24,2020-03-18,0001206774-20-000230,sbux3632601-def14a.htm,https://data.sec.gov/submissions/CIK0000829224.json,https://www.sec.gov/Archives/edgar/data/829224/000120677420000230/sbux3632601-def14a.htm
SBUX,0000829224,Starbucks,2021,DEF 14A,2021-01-22,2021-03-17,0000829224-21-000017,a2021proxystatement.htm,https://data.sec.gov/submissions/CIK0000829224.json,https://www.sec.gov/Archives/edgar/data/829224/000082922421000017/a2021proxystatement.htm
SBUX,0000829224,Starbucks,2022,DEF 14A,2022-01-28,2022-03-16,0001206774-22-000270,sbux3974881-def14a.htm,https://data.sec.gov/submissions/CIK0000829224.json,https://www.sec.gov/Archives/edgar/data/829224/000120677422000270/sbux3974881-def14a.htm
SBUX,0000829224,Starbucks,2023,DEF 14A,2023-01-27,2023-03-23,0000829224-23-000007,a2023proxystatementfinal.htm,https://data.sec.gov/submissions/CIK0000829224.json,https://www.sec.gov/Archives/edgar/data/829224/000082922423000007/a2023proxystatementfinal.htm
TGT,0000027419,Target,2016,DEF 14A,2016-04-25,2016-04-25,0001308179-16-000375,ltgt2016_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817916000375/ltgt2016_def14a.htm
TGT,0000027419,Target,2017,DEF 14A,2017-05-01,2017-05-01,0001308179-17-000174,ltgt2017_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817917000174/ltgt2017_def14a.htm
TGT,0000027419,Target,2018,DEF 14A,2018-05-04,2018-05-04,0001308179-18-000237,ltgt2018_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817918000237/ltgt2018_def14a.htm
TGT,0000027419,Target,2019,DEF 14A,2019-04-29,2019-06-12,0001308179-19-000197,ltgt2019_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817919000197/ltgt2019_def14a.htm
TGT,0000027419,Target,2020,DEF 14A,2020-04-27,2020-06-10,0001308179-20-000217,ltgt2020_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817920000217/ltgt2020_def14a.htm
TGT,0000027419,Target,2021,DEF 14A,2021-04-26,2021-06-09,0001308179-21-000258,ltgt2021_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817921000258/ltgt2021_def14a.htm
TGT,0000027419,Target,2022,DEF 14A,2022-04-25,2022-06-08,0001308179-22-000265,ltgt2022_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817922000265/ltgt2022_def14a.htm
TGT,0000027419,Target,2023,DEF 14A,2023-05-01,,0001308179-23-000828,ltgt2023_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817923000828/ltgt2023_def14a.htm
TGT,0000027419,Target,2024,DEF 14A,2024-04-29,2024-06-12,0001308179-24-000626,ltgt2024_def14a.htm,https://data.sec.gov/submissions/CIK0000027419.json,https://www.sec.gov/Archives/edgar/data/27419/000130817924000626/ltgt2024_def14a.htm
LOW,0000060667,Lowe's,2016,DEF 14A,2016-04-11,2016-05-27,0001193125-16-536350,d84644ddef14a.htm,https://data.sec.gov/submissions/CIK0000060667.json,https://www.sec.gov/Archives/edgar/data/60667/000119312516536350/d84644ddef14a.htm
LOW,0000060667,Lowe's,2017,DEF 14A,2017-04-21,2017-06-02,0001193125-17-131092,d271275ddef14a.htm,https://data.sec.gov/submissions/CIK0000060667.json,https://www.sec.gov/Archives/edgar/data/60667/000119312517131092/d271275ddef14a.htm
LOW,0000060667,Lowe's,2018,DEF 14A,2018-04-20,2018-06-01,0001193125-18-123722,d506121ddef14a.htm,https://data.sec.gov/submissions/CIK0000060667.json,https://www.sec.gov/Archives/edgar/data/60667/000119312518123722/d506121ddef14a.htm
