ticker,year,collection_status,raw_content_sha256,text_path,clean_text_sha256,extraction_quality,word_count,sentence_count,gap_reason
IBM,2022,collected,5154cb4b934bd9b5f48a10d6b470df77693384f3aa38fd962898db7b95dc79d6,part2_lived_values/data/processed/text/ibm_2022_000110465922031075.txt,18d32c89b66ccac51312c8de0d45d53b186f2a313ffca806b87eda9ea4f3ecde,usable,54098,8012,
IBM,2023,collected,983bfa3fcccb137ee3702d8662521587d213fc9cbf64e29c736fc34c99672ffe,part2_lived_values/data/processed/text/ibm_2023_000110465923029014.txt,373f591e9bd6594b1b87c81ff672f8fee51fff67bf5434a3c546dc900e18535d,usable,56709,8151,
IBM,2024,collected,1e48395ce2bc64c11ca88d3f8b5f6dea947159235c06f36ae20cff4b25e81d20,part2_lived_values/data/processed/text/ibm_2024_000110465924032641.txt,a7538445538bb033967681922ca2504e8905dc6b28a5d45e40724f168442fbde,usable,53218,7487,
INTC,2016,collected,d78b0b5fb3c28d2dddb10d638a9da1f4f5fc2662a817905217c1320dc89d0d3a,part2_lived_values/data/processed/text/intc_2016_000119312516528154.txt,a1d685d55e65e621cc84a6e1773d2ed90b6d7d10812ceb5c68899e7618268d78,usable,41975,4419,
INTC,2017,collected,b6227f8b453784a38862702f5598e23b3364fc973c7db927857c85828fc871fc,part2_lived_values/data/processed/text/intc_2017_000119312517112133.txt,c2c11a66aef5febe064c55096bb2d96be0fc78c584adbac351e198bec08f424b,usable,62384,6366,
INTC,2018,collected,0b2915df7cf18c6fdcac16851670a3aab7c39316109ac070749e4a8ff990a6a2,part2_lived_values/data/processed/text/intc_2018_000119312518107675.txt,8a054ba7072c6ba26842ea2ad78b31cd303f047e131ac92a67338500c6c361fd,usable,52406,5682,
INTC,2019,collected,5b12e0dc08b5ec8d3931918183e83ad398bcc868e422191615505e614a961b6f,part2_lived_values/data/processed/text/intc_2019_000119312519095785.txt,2b36320afcaad13e38c94c4e4b060f9ee4dd8a8ede5ca37daf1f41f15a18aeae,usable,75173,7314,
INTC,2020,collected,78c54af0b69167fbf76289e6f024639dfc7e7270c26744f0b21c8db70fa494f4,part2_lived_values/data/processed/text/intc_2020_000119312520091451.txt,bd481fc810e6379ce6de807b61a1d5f07b2bbcee4fec74d0556b40b36911033b,usable,75310,8965,
INTC,2021,collected,869f9677812ca1ad268e553131585843ad1c14a43f46e2f4f6da7293e385baff,part2_lived_values/data/processed/text/intc_2021_000119312521098458.txt,5f008e6471e4dc3b7769b4a08c24e3b0dd179462acb3df07e806b4bce5c97e01,usable,68844,8319,
INTC,2022,collected,5c340a6d619d298a68c377cddf9e086ec5bfcc2d9609dcb70012d284d1abd777,part2_lived_values/data/processed/text/intc_2022_000005086322000011.txt,58fbd9d0d159ed2327b7ea29e7f9a513afbeb172585ed6e180eaac535512cfdd,usable,91252,6341,
INTC,2023,collected,22fc8ce35844094768801ad2d021b81313d15d7177cee98292fdcc19d286830f,part2_lived_values/data/processed/text/intc_2023_000005086323000021.txt,06b078e2b0200ce228088ff3161ed6659cb0d96d36f23871b126cd0e50fb4b13,usable,88662,6320,
