doc_id,ticker,company_name,sector,year,accession_number,clean_text_sha256,dominant_topic_id,dominant_topic_score,nmf_topic_1_score,nmf_topic_2_score,nmf_topic_3_score,nmf_topic_4_score,nmf_topic_5_score,nmf_topic_6_score,nmf_topic_7_score,nmf_topic_8_score
BRK.B-2024,BRK.B,Berkshire Hathaway,Financials,2024,0001193125-24-069107,6d1f6f841789716462e2da9d389594a6095df1bf30c8feb680828fca1f908404,nmf_topic_5,0.39507488,0.0,0.0,0.0,0.00334634,0.39507488,0.0,0.01464427,0.0
JPM-2016,JPM,JPMorgan Chase,Financials,2016,0000019617-16-000933,0c8abc9548073a49d9ff31e176976f3a2eb50c4ea37db255cff0b65d37c806ff,nmf_topic_1,0.12299233,0.12299233,0.01425853,0.0,0.02106734,0.02379352,0.06180905,0.01908301,0.05408034
JPM-2017,JPM,JPMorgan Chase,Financials,2017,0000019617-17-000340,db82a022987881032df96cd6a1bfd32e4052a2c94ba3c6548ae9fb0f502de1a4,nmf_topic_1,0.11929527,0.11929527,0.01136373,0.0,0.02794579,0.01520585,0.0569736,0.0238355,0.04920373
JPM-2018,JPM,JPMorgan Chase,Financials,2018,0000019617-18-000077,eed72a405306fa384be4d96d6ee22b329b54fc0149be6c4302aee2ab890e34d7,nmf_topic_2,0.2425342,0.02769777,0.2425342,0.00199925,0.0,0.00409119,0.0,0.0,0.00860968
JPM-2019,JPM,JPMorgan Chase,Financials,2019,0001193125-19-098338,84e421c6201947314635daf3831a6f81b60d7f06077475f7938613bcdf410bdf,nmf_topic_2,0.20984021,0.0176459,0.20984021,0.02371694,0.0,0.01665621,0.0,0.00327286,0.03218287
JPM-2020,JPM,JPMorgan Chase,Financials,2020,0001193125-20-098865,66a6ce896e9c72dce633f41d68b6a5ef831c6ffc7ff32acb25b018f2d549128c,nmf_topic_2,0.26199023,0.00547237,0.26199023,0.00978885,0.0,0.00444286,0.0,0.00388205,0.00576029
JPM-2021,JPM,JPMorgan Chase,Financials,2021,0000019617-21-000275,3b409d5006a7d57cf5854f29a46bbe8ad568f064aeacb833a617c784c1bca6c0,nmf_topic_2,0.2556634,0.00021775,0.2556634,0.01187851,0.00322619,0.00873891,0.0,0.01688261,0.00147216
JPM-2022,JPM,JPMorgan Chase,Financials,2022,0000019617-22-000303,0c7f9d454c3bb08320d824860e67fbcc8b7dc561b00ca5b731896ea997ae7008,nmf_topic_2,0.22188693,0.01334394,0.22188693,0.00259971,0.02844939,0.02256011,0.0,0.02299347,0.00328609
JPM-2023,JPM,JPMorgan Chase,Financials,2023,0000019617-23-000281,fab96c3e70b017c689da95f427e6fe36b2cfc82e9fadb532aecd6f7ac9cecd9d,nmf_topic_2,0.20524578,0.0,0.20524578,0.0,0.05314576,0.0,0.0,0.05036468,0.0
JPM-2024,JPM,JPMorgan Chase,Financials,2024,0000019617-24-000273,7c799e3db92c2d995227804ccc5e9b4e8ae13c53d4b4c9182744f3ef5da6871d,nmf_topic_2,0.21536795,0.0,0.21536795,0.0,0.03811182,0.0,0.0,0.0455841,0.0
BAC-2016,BAC,Bank of America,Financials,2016,0001193125-16-508200,82c6b4d7df28362cf2f5d0bb886d346724b379c705f7f8ecee64021a98678e50,nmf_topic_2,0.09966666,0.05186185,0.09966666,0.09200224,0.0,0.00602264,0.00607243,0.0,0.01226584
BAC-2017,BAC,Bank of America,Financials,2017,0001193125-17-082970,426880a8837380e05122265aba13a9f013e4d18511be9c3f08e77c55384b30f7,nmf_topic_2,0.14778685,0.02894052,0.14778685,0.0672653,0.0,0.01049545,0.0,0.0,0.01360072
BAC-2018,BAC,Bank of America,Financials,2018,0001193125-18-078695,bd86fbea21687676313e2ece7f499095fd5d611da167d1417b24e4f8e884011a,nmf_topic_2,0.10773163,0.02085365,0.10773163,0.09941933,0.0,0.01229263,0.0,0.0,0.01684355
BAC-2019,BAC,Bank of America,Financials,2019,0001193125-19-072939,0612ca9520fc12e1a9fe75d7c266650b7410121c76929ba8fdf628d70b82993a,nmf_topic_2,0.10231752,0.0302042,0.10231752,0.09375078,0.00044325,0.0107796,0.00504945,0.0,0.03556792
BAC-2020,BAC,Bank of America,Financials,2020,0001193125-20-066901,bb702b41dd5c3c5bfd23f630b06faaa26c259b35aead6c7ac32a5c4ef64e7921,nmf_topic_2,0.13667272,0.0,0.13667272,0.06705791,0.03184051,0.02454831,0.0,0.0,0.03652573
BAC-2021,BAC,Bank of America,Financials,2021,0001193125-21-072547,0b54436d946313bb4ad3631cecac9d066bb7bcbb1323acc5d13314f110cdeb91,nmf_topic_2,0.13646899,0.0,0.13646899,0.05604169,0.06450773,0.01427525,0.0,0.0,0.03062913
BAC-2022,BAC,Bank of America,Financials,2022,0001193125-22-067335,0ceca73c3d6d66c3078c97b7412a80b4f46371d8c31074454394e2f53f93b2d5,nmf_topic_4,0.13823299,0.01268214,0.06760541,0.01988593,0.13823299,0.00313335,0.0,0.02031386,0.03974398
BAC-2023,BAC,Bank of America,Financials,2023,0001193125-23-062686,36de9bfb3350f409772203883ea11589f5e40cab429a7851035f0a8080a4bf5b,nmf_topic_4,0.1486225,0.00900971,0.06453533,0.01175897,0.1486225,0.0011848,0.0,0.02330009,0.02673569
BAC-2024,BAC,Bank of America,Financials,2024,0001193125-24-064529,e8b49111bbe3b3d19bc133a59a3b84428517256360bdc90c7bb505f67a4365c9,nmf_topic_4,0.14778358,0.0,0.07576205,0.00757624,0.14778358,0.00350298,0.0,0.02672069,0.02658839
WFC-2016,WFC,Wells Fargo,Financials,2016,0001193125-16-506771,20762f6677d387628bf1c1a95448a555cbf37b3dec9f49dff59c7fac857452ed,nmf_topic_3,0.13433126,0.04621005,0.00335407,0.13433126,0.0,0.00985217,0.03402775,0.00794811,0.01632645
WFC-2017,WFC,Wells Fargo,Financials,2017,0001193125-17-083591,50040fa3bf9d77a63041aa8a2f10a7da2f8ae0bd61da7443aed2cc232631646d,nmf_topic_3,0.09559547,0.04349922,0.07950026,0.09559547,0.0,0.01609508,0.00921009,0.01481446,0.00285505
WFC-2018,WFC,Wells Fargo,Financials,2018,0001193125-18-082312,6bd5185abd2d2c541b54493bc798e2ea6d9c57e9e3ce442823982b42de4a17a6,nmf_topic_2,0.15671913,0.02296724,0.15671913,0.0427322,0.0,0.00796364,0.01859813,0.00997399,0.02036502
WFC-2019,WFC,Wells Fargo,Financials,2019,0001193125-19-073314,8693f02e0528c596fe90aa7fcbe4fa2fc757a93590260af9951fed8bfeb91e01,nmf_topic_2,0.17355375,0.02783262,0.17355375,0.03911997,0.0,0.00731259,0.00990485,0.02374958,0.02179421
WFC-2020,WFC,Wells Fargo,Financials,2020,0001193125-20-074921,c2ed8707139456ac5afbc4be5ebeaf75307e87fbbd5d4731663ff888e45d6146,nmf_topic_2,0.12748626,0.01550614,0.12748626,0.05456276,0.01353943,0.01225132,0.01991279,0.0298191,0.03651045
WFC-2021,WFC,Wells Fargo,Financials,2021,0001193125-21-082907,745dfeb2f44a31ce39d408ae2f452f2519c17115f3c74a1aa5a45bc70c51c156,nmf_topic_2,0.19563491,0.00756012,0.19563491,0.02211862,0.02652501,0.0,0.0,0.01496842,0.00627797
WFC-2022,WFC,Wells Fargo,Financials,2022,0001193125-22-074612,0c1887bd29d65a8782449506d048075b0403a448e56b1e39edefc4408b4d2055,nmf_topic_2,0.0935828,0.0,0.0935828,0.03572203,0.09194908,0.00047697,0.0,0.06270022,0.03182009
WFC-2023,WFC,Wells Fargo,Financials,2023,0001193125-23-071373,b0f53b2d079c24fb82c229b65637fb335a0f8c99f9e889a8be00efecbae7a9f0,nmf_topic_7,0.1328909,0.0,0.06085779,0.02057293,0.09136903,0.00064324,0.0,0.1328909,0.0358385
WFC-2024,WFC,Wells Fargo,Financials,2024,0000072971-24-000084,4cfc6a845a2bfc1e48a40899a1f51aeafd14cf5b36a92368b0fa6204707348d5,nmf_topic_7,0.2447843,0.0,0.06701718,0.0,0.02153193,0.0,0.0,0.2447843,0.0
GS-2016,GS,Goldman Sachs,Financials,2016,0001193125-16-534905,3cec45b6fc5f569c753fa10e01afc999b98e592a30b6a13b15c629c6c10f47d1,nmf_topic_7,0.17189037,0.06689357,0.04581239,0.00492365,0.0,0.00424285,0.05278925,0.17189037,0.0
GS-2017,GS,Goldman Sachs,Financials,2017,0001193125-17-086538,9216c37934dab437d6a0ebf9d2658871ddcf1efa7efb9e6b64b963c5c358b650,nmf_topic_7,0.17741492,0.06760418,0.0332571,0.00599975,0.0,0.00431776,0.06321567,0.17741492,0.0
GS-2018,GS,Goldman Sachs,Financials,2018,0001193125-18-093157,8d72c9044a4c68f3f049e0ef86985435d30e1eb6336ae7ec5e95d865fd33c596,nmf_topic_7,0.27373324,0.06817681,0.0,0.0,0.0,0.00651689,0.041917,0.27373324,0.0
GS-2019,GS,Goldman Sachs,Financials,2019,0001193125-19-082951,347aa72e359a802ea71da819535eadf6bce9f15186999274094eebed459a78ff,nmf_topic_7,0.27370755,0.05560994,0.00635322,0.0,0.0,0.0051371,0.05275811,0.27370755,0.0
GS-2020,GS,Goldman Sachs,Financials,2020,0001193125-20-080718,7aa695e62c02356740047c42c8b7d8b4e312becf4b1c2193d3bef347b27cfb30,nmf_topic_7,0.28932857,0.05594867,0.00013861,0.0,0.0,0.00586678,0.04478335,0.28932857,0.0
GS-2021,GS,Goldman Sachs,Financials,2021,0001193125-21-087020,aacadd2b24a0d2b78f7704623b80c937f39a76de08998269b94adbc04a42d878,nmf_topic_7,0.2952399,0.05535014,0.0,0.0,0.0,0.0,0.04315532,0.2952399,0.00254866
GS-2022,GS,Goldman Sachs,Financials,2022,0001193125-22-079120,cc17744da76958314419c7f34c55a30e7995650257db5dbd5fed59071afa673a,nmf_topic_7,0.30554983,0.04460678,0.0,0.0,0.0,0.00203911,0.04785553,0.30554983,0.0
GS-2023,GS,Goldman Sachs,Financials,2023,0001193125-23-073347,bd0d3d7f5494767a5607ae4c46d672c57bd9c778dbb86f75e249a3bb1f7fd404,nmf_topic_7,0.3296967,0.02830226,0.0,0.0,0.00336503,0.0,0.03941153,0.3296967,0.0
GS-2024,GS,Goldman Sachs,Financials,2024,0001193125-24-068743,0ad0b1a86b119b1bb9184736dca21a6e85a97527323d22fffea2e90092259153,nmf_topic_7,0.33114002,0.02849595,0.0,0.0,0.00188782,0.0,0.03441352,0.33114002,0.0
MS-2016,MS,Morgan Stanley,Financials,2016,0001206774-16-005286,7c904b1984aab1d3de7be41b8659c757d7290f6c1cba8ed4fec6a8311516c91a,nmf_topic_2,0.11523948,0.11276929,0.11523948,0.0,0.01367406,0.0,0.01198939,0.00350412,0.00595403
MS-2017,MS,Morgan Stanley,Financials,2017,0001206774-17-001114,a53b0c8009c4bdf461593cc11a8a6be72eea843c0d289cdcff1139074ab3f63f,nmf_topic_2,0.17942812,0.08075395,0.17942812,0.0,0.0,0.0,0.01117192,0.0,0.0
MS-2018,MS,Morgan Stanley,Financials,2018,0001193125-18-109962,f0bba52f4780d35e04fb00d8a8fedc8ed375f7fff10921f1b06c55af9201e2a8,nmf_topic_2,0.18265176,0.08547805,0.18265176,0.0,0.005427,0.0,0.01466854,0.0,0.0
MS-2019,MS,Morgan Stanley,Financials,2019,0001193125-19-099179,a3ba9862ae5978ce8622b9b0ab9bfbd6cbc3b0b8ccc22bb2efad6152be64c943,nmf_topic_2,0.17904565,0.08662684,0.17904565,0.0,0.00365457,0.0,0.00399571,0.0,0.0
MS-2020,MS,Morgan Stanley,Financials,2020,0001193125-20-098079,af2efd5bf0f9a08a73907768efd5ad03783803f687f553ed5d83ce7d8952efe8,nmf_topic_2,0.22462556,0.03723004,0.22462556,0.0,0.0,0.0,0.0,0.0,0.0
MS-2021,MS,Morgan Stanley,Financials,2021,0001140361-21-011226,8b7c8f3666e4ebb2d26045093b2c9bd725b99c9d10f0db43f8224b9fc95b98a7,nmf_topic_2,0.23689951,0.0034792,0.23689951,0.0,0.0,0.0,0.0,0.0,0.0
MS-2022,MS,Morgan Stanley,Financials,2022,0001140361-22-013794,9d82c8fe6460866dbf82b051e43f67864fd723e9e95d51b9bdb5cf16c93f8f3d,nmf_topic_2,0.22934697,0.0188931,0.22934697,0.0,0.00669705,0.0,0.0,0.0,0.0
MS-2023,MS,Morgan Stanley,Financials,2023,0001140361-23-016930,0964c7dbcaada502334f3c5886fca273d6f294867799549858b92bccdb0642e2,nmf_topic_2,0.13848155,0.02690102,0.13848155,0.0,0.08730144,0.0,0.0,0.00853397,0.0
MS-2024,MS,Morgan Stanley,Financials,2024,0001140361-24-018302,3add67cacf7c6381a85c0d56d3144e50ce3b60772f005aa30de9ca537066deef,nmf_topic_4,0.13610855,0.04417186,0.06157471,0.0,0.13610855,0.0,0.0,0.01513763,0.0
SCHW-2016,SCHW,Charles Schwab,Financials,2016,0001193125-16-523055,93191fbdc6c00ed0d6ce863484c893c22d0440b8c4db7efae44b81cdad0216ee,nmf_topic_1,0.21435011,0.21435011,0.02263634,0.0,0.0,0.0,0.0,0.0,0.0
SCHW-2017,SCHW,Charles Schwab,Financials,2017,0001193125-17-103408,b62da4fff63d1193ffe3dfdd1e0f55f8cde982a758a98d54a28da41319a27a62,nmf_topic_1,0.21718216,0.21718216,0.01269108,0.00468845,0.0,0.0,0.0,0.0,0.0
SCHW-2018,SCHW,Charles Schwab,Financials,2018,0001193125-18-103068,f0561e848af3cba8cfbd208c1b332454265943158987fc286b65cf9f0d27b24e,nmf_topic_1,0.22333888,0.22333888,0.01199563,0.0,0.0,0.0,0.0,0.0,0.0
SCHW-2019,SCHW,Charles Schwab,Financials,2019,0001193125-19-092204,b23349e3d0857d90200834d6c04c2e1708758c1e986e7c7fc13de2564a8bd651,nmf_topic_1,0.21693621,0.21693621,0.02624935,0.0,0.0,0.0,0.0,0.0,0.0
SCHW-2020,SCHW,Charles Schwab,Financials,2020,0001193125-20-092483,71fccbad34d1b6b14d5caef30e4473c91fd23a729e61fa58dc3b83703a0dd7c7,nmf_topic_1,0.22150366,0.22150366,0.02480847,0.0,0.0,0.0,0.0,0.0,0.0
SCHW-2021,SCHW,Charles Schwab,Financials,2021,0001193125-21-104906,15db1ba8cd9cb0482a2acacf0725074953fd7c85cd7245ccc1518da8b77dccf5,nmf_topic_1,0.2095688,0.2095688,0.03932547,0.0,0.0,0.0,0.0,0.0,0.0
SCHW-2022,SCHW,Charles Schwab,Financials,2022,0001193125-22-093320,1275b8369f1d6290733ebe049363db117301ceed78b52e24ead997218aacf61d,nmf_topic_1,0.17485956,0.17485956,0.0,0.0,0.04567076,0.0,0.0,0.0,0.0
SCHW-2023,SCHW,Charles Schwab,Financials,2023,0001193125-23-086655,5b0ed700d2d623595fa284339556fef109e15701776f8502ee9ed6332319596b,nmf_topic_1,0.15364633,0.15364633,0.0,0.00255765,0.07922394,0.0,0.0,0.00318306,0.0
SCHW-2024,SCHW,Charles Schwab,Financials,2024,0001193125-24-087883,c75810849e0ed3c3fc6375384908750692c72815beb16c853c89cc90d543baf0,nmf_topic_1,0.15316101,0.15316101,0.0,0.0,0.07133319,0.0,0.0,0.00592979,0.0
AXP-2016,AXP,American Express,Financials,2016,0001206774-16-005032,c509c79217eaad844252e289ef92b438e87c262b860244d6c67ccf1022e1de62,nmf_topic_7,0.09182047,0.05534094,0.06106265,0.00145524,0.0,0.0473876,0.02400552,0.09182047,0.0388417
AXP-2017,AXP,American Express,Financials,2017,0001206774-17-000900,303fdb4d54c3a16c837ae329f7888150b08773c382ee965225f622dd98753d00,nmf_topic_7,0.12784322,0.08964204,0.02458384,0.0,0.00074422,0.00379439,0.05307621,0.12784322,0.03406682
AXP-2018,AXP,American Express,Financials,2018,0001206774-18-000866,aa8806b53ed26dd7eddc105f6da167225454dcc960f56ddf33cb51b315400ebd,nmf_topic_7,0.24286842,0.07521247,0.0,0.0,0.0,0.00453949,0.04287866,0.24286842,0.03249607
AXP-2019,AXP,American Express,Financials,2019,0001206774-19-000869,9beeb1a6896bda658e3f4bd5996516f6bfa65d7f4278fa9f35fefba09a075c80,nmf_topic_7,0.24812944,0.04019862,0.04645373,0.0,0.0,0.00659105,0.03207867,0.24812944,0.02819968
AXP-2020,AXP,American Express,Financials,2020,0001193125-20-083487,899cd397e3e8b56179681344ba39f807e81fd4d2e8736246fe80528ecc705eb5,nmf_topic_7,0.27055903,0.04677979,0.0,0.00775498,0.0,0.01443238,0.02595377,0.27055903,0.05431246
AXP-2021,AXP,American Express,Financials,2021,0001193125-21-087284,362b8a2bb279beb007e1309a86827b447d7a86433c1e12ff770655794fbc9985,nmf_topic_7,0.24843758,0.01659746,0.00990076,0.0135199,0.04938824,0.01757927,0.01440594,0.24843758,0.04122726
AXP-2022,AXP,American Express,Financials,2022,0001193125-22-079264,9a6f2540ad3b32c2e05244c364a27a114158d1091a6138bba27d20767e5b3fea,nmf_topic_7,0.2783009,0.01021516,0.03201475,0.0,0.03524037,0.0,0.01244615,0.2783009,0.03358869
AXP-2023,AXP,American Express,Financials,2023,0001193125-23-073923,cf71dae782e057f86b70ac8ca7f3533e08b567ec375fcab474f6ec251a469b25,nmf_topic_7,0.29093424,0.00919816,0.01167921,0.0,0.0409525,0.00394295,0.01518008,0.29093424,0.03247909
AXP-2024,AXP,American Express,Financials,2024,0001193125-24-068837,eaf0373d09b65432f8bd9836e7845e852fda43fd5e42fb986d52c1a723fbafee,nmf_topic_7,0.28125818,0.00596174,0.0,0.0,0.09175771,0.0,0.0,0.28125818,0.00990344
C-2016,C,Citigroup,Financials,2016,0001206774-16-004949,f0926eacbc16b3e58fbc3ce4726d15cb2adf46f1c1b0269d0f6505ac8e2007bb,nmf_topic_2,0.20468072,0.02389664,0.20468072,0.00304082,0.0,0.00543184,0.0,0.0,0.0
C-2017,C,Citigroup,Financials,2017,0001206774-17-000828,066b11e0a96c757a7190e0c4c9bb78d2b474241bff155c742523337b2938a9d7,nmf_topic_2,0.1372539,0.03705315,0.1372539,0.05515114,0.0,0.00068243,0.0,0.0,0.02150936
C-2018,C,Citigroup,Financials,2018,0001206774-18-000792,1014968c0f9cb2c087b30928c016e678f0983f92508a0cb00ca86988d5bf9210,nmf_topic_2,0.16890866,0.03686266,0.16890866,0.01032917,0.0,0.0,0.00537651,0.0,0.0
C-2019,C,Citigroup,Financials,2019,0001206774-19-000719,47b8c4eb8eff6dc720c18555986e28275c3ce4e483ba500ed2ca3e3af9f5ad57,nmf_topic_2,0.18749582,0.02798616,0.18749582,0.0,0.0,0.00264546,0.0,0.00743763,0.00815771
C-2020,C,Citigroup,Financials,2020,0001206774-20-000777,8ed67e21fc5c33ef8ec7f6e547e3e46efb138a44cbf1453e0cce02acbacdee87,nmf_topic_2,0.19854002,0.02714883,0.19854002,0.00966578,0.0,0.00587288,0.0,0.0,0.0
C-2021,C,Citigroup,Financials,2021,0001206774-21-000735,4982b0ea366139f3f297a6d7346b437049ff866e22a05f7a187cdf0bc499f07f,nmf_topic_2,0.22027309,0.00418223,0.22027309,0.00772147,0.0,0.0,0.0,0.0,0.01076889
C-2022,C,Citigroup,Financials,2022,0001206774-22-000697,95f068b46197f5866a2611260019df4cede5dcdb617cac0f370e23e352278487,nmf_topic_2,0.18182042,0.0,0.18182042,0.0,0.02631193,0.0,0.0,0.02538399,0.0
C-2023,C,Citigroup,Financials,2023,0001206774-23-000374,f6837cddb7a30210c789d42ddc2f9dc0243f33ecb01d1f20f345f441f7eb4235,nmf_topic_2,0.15585853,0.0,0.15585853,0.0,0.03033552,0.0,0.0,0.0283167,0.0
C-2024,C,Citigroup,Financials,2024,0001145443-24-000041,8da17041fc96839ac1b9a3da9220c9986c9e33058b99a0677f13057e0606099c,nmf_topic_2,0.12783954,0.0,0.12783954,0.00802578,0.06123374,0.0,0.0,0.04579173,0.0
LLY-2016,LLY,Eli Lilly,Healthcare,2016,0000059478-16-000331,474348896febc438e9d631e1338470edd71851499fcc17d48baaa35ce7b4ec3e,nmf_topic_6,0.118885,0.06247872,0.05623991,0.0,0.02126729,0.01199512,0.118885,0.00712545,0.00012288
LLY-2017,LLY,Eli Lilly,Healthcare,2017,0000059478-17-000108,5955a292ff22ed2bdfc58c380548938e60118e883ec057c9f45d474e8b73f9b8,nmf_topic_6,0.11354544,0.07868674,0.03281505,0.00248411,0.01842321,0.00843907,0.11354544,0.00755728,0.0089383
LLY-2018,LLY,Eli Lilly,Healthcare,2018,0000059478-18-000111,65381db57fb004d02e89acfe7bec1732822de568b681024575a9cb06fbef1ec3,nmf_topic_6,0.13409357,0.05256991,0.00187317,0.0,0.04003765,0.00422165,0.13409357,0.00970392,0.00390042
LLY-2019,LLY,Eli Lilly,Healthcare,2019,0000059478-19-000146,eebb421d949c62657cf76e6e3217a0346bba4a65a60a7238d924de4f822d9ab0,nmf_topic_6,0.11912373,0.04877474,0.03403614,0.0,0.03589898,0.00663451,0.11912373,0.00232526,0.02099143
LLY-2020,LLY,Eli Lilly,Healthcare,2020,0000059478-20-000080,c2c5df822215c2b952a71a5ce7514772125b9d0cf5b073dba1d3b87daedfaac4,nmf_topic_6,0.10172254,0.03443894,0.06229071,0.0,0.04752137,0.0,0.10172254,0.01093871,0.00309782
LLY-2021,LLY,Eli Lilly,Healthcare,2021,0000059478-21-000104,b3db7a548daac7d4b7baa6a87fc36d29bbf2d86db39a21b234d3ad7e8533bc0b,nmf_topic_2,0.1169889,0.0,0.1169889,0.0,0.07405166,0.0,0.07540738,0.00127587,0.0122313
LLY-2022,LLY,Eli Lilly,Healthcare,2022,0000059478-22-000099,f988b24316ce2c9f8ff0c940ddf7215151f357b724192948cbcd210350e5940b,nmf_topic_4,0.10259483,0.0,0.08094256,0.0,0.10259483,0.0,0.05159141,0.02677993,0.0
LLY-2023,LLY,Eli Lilly,Healthcare,2023,0000059478-23-000120,32cbd795d7225f7c3fe9a1fe1ccff641aed0641d7da42ab3ce1d7693419f2f35,nmf_topic_7,0.10301016,0.0,0.02520578,0.0,0.10137189,0.0,0.06118936,0.10301016,0.0
LLY-2024,LLY,Eli Lilly,Healthcare,2024,0000059478-24-000099,8a560dc717d7842db8800c4d3418ff7ec5bc254eaf18ef5859a171e7d6f1a874,nmf_topic_7,0.11103264,0.0,0.02879412,0.0,0.1020899,0.0,0.05193004,0.11103264,0.0
UNH-2016,UNH,UnitedHealth Group,Healthcare,2016,0001047469-16-012475,7af488eae76731af1ec3b630264badc198f8068220c887cf068ad254eaf10561,nmf_topic_1,0.12687521,0.12687521,0.0,0.05113863,0.047128,0.0,0.0328445,0.01905669,0.00054368
UNH-2017,UNH,UnitedHealth Group,Healthcare,2017,0001047469-17-002810,8f750d9c14415cdbbfbc33c732bba34df552ed9c979513e7c77b9ba83c94addf,nmf_topic_1,0.11994686,0.11994686,0.0,0.04825976,0.05565206,0.00264537,0.05193188,0.00493882,0.0
UNH-2018,UNH,UnitedHealth Group,Healthcare,2018,0001047469-18-002993,578ab017649e58d87da3d7b6f24d3fc3816094811399cee68a2cc1f49643d0ef,nmf_topic_1,0.12599701,0.12599701,0.0,0.0433704,0.04971937,0.0,0.04616909,0.01463282,0.0051322
UNH-2019,UNH,UnitedHealth Group,Healthcare,2019,0001047469-19-002425,6b3f41bc462bdc89e2aba19ca46930f3c7199b57370f0f4aaaaac3a20c78f5df,nmf_topic_1,0.11239623,0.11239623,0.00977381,0.04221354,0.06643855,0.0,0.04852344,6.257e-05,0.0
UNH-2020,UNH,UnitedHealth Group,Healthcare,2020,0001047469-20-002403,c6489433799218a8115ddee271a57892757df5bf642bb84c719cdd10931a3f27,nmf_topic_2,0.15616607,0.009653,0.15616607,0.01426309,0.02372442,0.0,0.02294,0.0,0.02025946
UNH-2021,UNH,UnitedHealth Group,Healthcare,2021,0001047469-21-001031,2a7604bd2b6666c176ecea02ac14060812237ac5254669f4a1a17c2aa2a1cd73,nmf_topic_4,0.09939483,0.08450745,0.04263848,0.02335277,0.09939483,0.0,0.02290463,0.00772197,0.0
UNH-2022,UNH,UnitedHealth Group,Healthcare,2022,0001104659-22-048923,12ca46dbcbc4d1d4e453db6d11745e0d38d58097410dd8a8549a8b80323217da,nmf_topic_2,0.12568186,0.0,0.12568186,0.01715822,0.096768,0.00277268,0.0,0.01393135,0.0
UNH-2023,UNH,UnitedHealth Group,Healthcare,2023,0001104659-23-048439,54541984e8646e8cb61394a7b034c2263506242c98fbce470bd252e9f91a3a46,nmf_topic_2,0.1305719,0.0,0.1305719,0.00146583,0.08896404,0.0,0.0,0.02904096,0.0
UNH-2024,UNH,UnitedHealth Group,Healthcare,2024,0001104659-24-050055,68689be1b79d69ec4f43fc2087694aaec55a35bc44087d34acfe854059ccec06,nmf_topic_2,0.16139042,0.0,0.16139042,0.0,0.04925378,0.0,0.0,0.01087988,0.0
JNJ-2016,JNJ,Johnson & Johnson,Healthcare,2016,0001193125-16-505952,c052baa632aef90c80cb219d6c2d924ec23c04dc7be2af33975526ea56ecc606,nmf_topic_6,0.08778834,0.06387397,0.06901825,0.01344659,0.06686207,0.00465201,0.08778834,0.0,0.01890675
JNJ-2017,JNJ,Johnson & Johnson,Healthcare,2017,0000200406-17-000015,74f448317f27c5a708f1e64eaf0fe08ed941804c8075f302d9ae9ae7efebc10a,nmf_topic_2,0.11656552,0.02785413,0.11656552,0.04478912,0.05538001,0.01045453,0.03301676,0.0,0.02089929
JNJ-2018,JNJ,Johnson & Johnson,Healthcare,2018,0000200406-18-000009,4399519568cddfff543b6fc9d6f640a06aa0b36d263a931403a3d0579efceadd,nmf_topic_2,0.16491444,0.0,0.16491444,0.03432154,0.04260726,0.0084312,0.04650774,0.0,0.01269997
JNJ-2019,JNJ,Johnson & Johnson,Healthcare,2019,0000200406-19-000013,104fd1cc7d76a72405b9d5868a8da94125c028fe10d41e6ae159c7eb5dd64eaf,nmf_topic_2,0.16450505,0.0,0.16450505,0.04083057,0.02544119,0.01117011,0.02353954,0.0,0.01661881
JNJ-2020,JNJ,Johnson & Johnson,Healthcare,2020,0000200406-20-000018,9c4f368196bcb6eaa638e9c8a3c0418e80bfc11707111b4b609f0fee95c62277,nmf_topic_2,0.1549025,0.0,0.1549025,0.05036175,0.03151613,0.01403415,0.02407799,0.0,0.03324474
JNJ-2021,JNJ,Johnson & Johnson,Healthcare,2021,0000200406-21-000011,b21faa974e2d71e4bb29e7289f480346ee10076588c8055f2ad7122d048e9533,nmf_topic_2,0.13818278,0.0,0.13818278,0.03841869,0.08202746,0.0108282,0.00832824,0.0,0.02184332
JNJ-2022,JNJ,Johnson & Johnson,Healthcare,2022,0000200406-22-000026,40047eef6d90b870a9732ee98ae0d5bc7198b6256d1ed8e0135acfd8842c51d6,nmf_topic_2,0.17237116,0.0,0.17237116,0.03263349,0.08897316,0.00796742,0.0,0.0,0.00864377
JNJ-2023,JNJ,Johnson & Johnson,Healthcare,2023,0000200406-23-000023,7ffed8854455ca57c640f60256c84e9e2000c08b082b10a9b54c15ca97082b06,nmf_topic_2,0.12943782,0.0,0.12943782,0.00713472,0.12401499,0.0,0.0,0.00323359,0.00346582
JNJ-2024,JNJ,Johnson & Johnson,Healthcare,2024,0000200406-24-000024,84a1625fec382332d15eea0d0dfd4b81d0406db0016c64828b13b5463d6621e0,nmf_topic_4,0.16349699,0.00320091,0.03335172,0.02004658,0.16349699,0.0,0.00849656,0.03244601,0.01512289
ABBV-2016,ABBV,AbbVie,Healthcare,2016,0001047469-16-011386,763640cac6e42946e1bb1f745ac88053ab1ed9cd26b16d994facff4b7beb7643,nmf_topic_6,0.3771254,0.00828358,0.0,0.01844581,0.0,0.0,0.3771254,0.0,0.0
ABBV-2017,ABBV,AbbVie,Healthcare,2017,0001047469-17-001778,ffb92197d5ee6ac0318b93fef9b14a63db2f7ceaf18eccfbf5b340201efc2559,nmf_topic_6,0.38481882,0.0,0.0,0.02303862,0.0,0.0,0.38481882,0.0,0.0
