doc_id,ticker,company_name,sector,year,accession_number,clean_text_sha256,spacy_model,spacy_model_version,representative_text_sha256,token_count,sentence_count,entity_count,org_entity_count,person_entity_count,money_entity_count,percent_entity_count,noun_rate,verb_rate,proper_noun_rate,modal_count
PFE-2020,PFE,Pfizer,Healthcare,2020,0000930413-20-000781,2854f3b64cd186dacf6c54a56ab7f96dd27fb990c73f046ade8ef38f2c62f2d5,en_core_web_sm,3.8.0,c022c440aac608b57bfdc2ee9e1b6e40d8e17e56cdbc9e9c94d9c9ea9d6f42b3,1571,46,132,51,13,0,1,0.1845958,0.08402292,0.15913431,5
PFE-2021,PFE,Pfizer,Healthcare,2021,0000078003-21-000047,67aad5a55503c464e7993560363a4a5271094cfc7cce71bb8dc8e16331548fb1,en_core_web_sm,3.8.0,8f5fee7ad471e66312f0a8adb003dbe8f99efd56479fe50384f99506ddc99607,1664,49,126,30,11,1,6,0.19951923,0.08353365,0.10276442,13
PFE-2022,PFE,Pfizer,Healthcare,2022,0000078003-22-000038,0b8ccb0d126ee27fa3445b81c8638afb71abc0b64a4c42e851c40860919bc9ca,en_core_web_sm,3.8.0,7a6832a46a6a68b26faf8ce60a1cf176b3ba3dad20e0adc25ed12b6b1e52a54c,1596,58,162,41,16,5,5,0.16165414,0.07205514,0.21804511,1
PFE-2023,PFE,Pfizer,Healthcare,2023,0000078003-23-000040,21e2046b2fcc3e63e1cb545739038ede05b23df636f8857c5c5d8d9dbe825f79,en_core_web_sm,3.8.0,46832682ddc4f941cc0d6f4e3e23d3e12a7a17eb3d4755d651d578c8611dc37e,1572,60,150,43,11,2,2,0.17430025,0.06870229,0.21437659,8
PFE-2024,PFE,Pfizer,Healthcare,2024,0000078003-24-000068,403c7efdaf9788cb1cc36f1292c5a1b94b8929d0111a1d329fd5e4d280587e42,en_core_web_sm,3.8.0,4856559d27dd9d9e71717d9e8988ee6a09f02a40e1ec49f5b70ee77993adcc3e,1563,54,138,41,7,1,5,0.1759437,0.07741523,0.20345489,7
MDT-2016,MDT,Medtronic,Healthcare,2016,0001193125-16-677599,5c4937b991a95d611a6bb0cf48176c5457984739513016a20475c8a38df31811,en_core_web_sm,3.8.0,f8f879567ca345f0537caaaeda8c85a17d2bc0aacf4f64767b596b250e85b688,1614,41,142,47,4,0,1,0.133829,0.08488228,0.22986369,15
MDT-2017,MDT,Medtronic,Healthcare,2017,0001308179-17-000223,9bb72ea3ca5134cb16959da16c93136916d81e04a41e6b9ff40405cffe2c148f,en_core_web_sm,3.8.0,55fa1cba2f5fc8cd5f2aebbdde869d083c901596d1ef62d36a8ec4190c30da66,1595,43,139,36,6,0,0,0.13981191,0.08338558,0.23636364,17
MDT-2018,MDT,Medtronic,Healthcare,2018,0001308179-18-000261,8b5aa971f0b9cf24e72ce1126cba9569bab4869a63139430931e17a826e1ebbd,en_core_web_sm,3.8.0,0840e1a99fdf2607cdad8637416f136a42d838c6df577062d2bcf565f4cab004,1595,44,137,36,5,0,0,0.1460815,0.08338558,0.22507837,19
MDT-2019,MDT,Medtronic,Healthcare,2019,0001308179-19-000222,71bcf963824f898329883e5129c84b1044f1cfe186941a76c991509f2977fc3e,en_core_web_sm,3.8.0,2b9453d4aab7f46dfa7c7aae717a152737779acc5f890b95ca965587a6d69d7f,1625,47,150,39,5,0,1,0.14830769,0.08307692,0.21292308,17
MDT-2020,MDT,Medtronic,Healthcare,2020,0001193125-20-220558,fdf9dfa43d207bcaa4c89b37756ba2991c723ba21d944971277877bca330f8fd,en_core_web_sm,3.8.0,45e41bdb73af552f9bd2bdb0e4712bcc58b1e8c7ff296a48f4e28791d8071b08,1631,54,141,44,6,0,1,0.15205395,0.08645003,0.20294298,21
MDT-2021,MDT,Medtronic,Healthcare,2021,0001193125-21-259369,7f6545bb648d908b17ffc045474f57057c850a70036860758e40e4464273b21d,en_core_web_sm,3.8.0,a12b9cfd2c92bdd815eaaf53b3f72a1ed1bd695e2fd67a878e6afea8d951b2e8,1656,52,147,47,5,0,1,0.15217391,0.08635266,0.19806763,22
MDT-2022,MDT,Medtronic,Healthcare,2022,0001193125-22-225369,f1b0d0e5cf2d112597212c0111c21bf0f4d07deab9fc9fcbd4f727a4b0bedfc8,en_core_web_sm,3.8.0,24c5598d8c875ef6c038b626f795c857fb8ee020328e9ac6bddec602d809e20f,1607,53,114,40,4,0,2,0.16552582,0.09396391,0.16428127,30
MDT-2023,MDT,Medtronic,Healthcare,2023,0001613103-23-000108,8c3c38244fb1987df0e3fa6a83b5e448d16d6fd5f60c9b19e90215aa0c813ba9,en_core_web_sm,3.8.0,1c8cb52f4fff35703c7d7c6eeda9bd434c6d41eaf571d06042db047cbb8b77ff,1589,47,155,43,5,0,1,0.13530522,0.07866583,0.24543738,19
MDT-2024,MDT,Medtronic,Healthcare,2024,0001613103-24-000124,5c2f1560b6be02c1f188e800b5c5e66f12d6ce968c7c11cce45e6996ac5b3470,en_core_web_sm,3.8.0,c9e7c21564d8c49304e8f68579be202ec035546e4bb99be777050d6aab0d4c6c,1604,45,142,45,3,0,1,0.13653367,0.08104738,0.23815461,20
BMY-2016,BMY,Bristol-Myers Squibb,Healthcare,2016,0001047469-16-011495,23b1b929c73e5a466f29415790f0ac9e9b117db6ca0ca080eec07e10682e712c,en_core_web_sm,3.8.0,a99cd496ed42a5e2fe99c1acd93154027802c924ec88d9abeb43619bdd4336cb,1610,46,150,46,11,0,1,0.14223602,0.08136646,0.23664596,13
BMY-2017,BMY,Bristol-Myers Squibb,Healthcare,2017,0001047469-17-001940,3f9bd55a7b082b80e4d08c20d109d70ef2ffee366f8f79ff813ac36d80f8cfdb,en_core_web_sm,3.8.0,9567567af257b3d1c1de4048125e0febdaa667c0aa817c8e3d1d594f3f6a58d2,1640,42,152,46,17,0,1,0.12743902,0.08231707,0.26097561,15
BMY-2018,BMY,Bristol-Myers Squibb,Healthcare,2018,0001047469-18-002011,d89e7850d33dbfd6d92e1183d43ab1b9418b9899682689ebc2cd23e10e977598,en_core_web_sm,3.8.0,591d9fc4f74a3a87d66f48ff9ff6303a1d0e87325777c7f1e1b6438aa18003f4,1622,47,148,47,13,0,1,0.13131936,0.08199753,0.2459926,14
BMY-2019,BMY,Bristol-Myers Squibb,Healthcare,2019,0001047469-19-002763,11b21e14dfcd7f3288f36081b576dc489e37cbb99e05c273b59f4ad1c3904ed6,en_core_web_sm,3.8.0,6a9e2c7ec525965bc6bd79a30a2f44b21f36cdf54c851d59a773a45e260c2e66,1614,42,149,49,11,1,2,0.14064436,0.07992565,0.23791822,12
BMY-2020,BMY,Bristol-Myers Squibb,Healthcare,2020,0001140361-20-006834,319d3c9df1d613ff25aa8fb76f0b4a80852d3f506d213f5d30ec9e478bc5fa6f,en_core_web_sm,3.8.0,f6e1cfd9f1d1392cba82fd1ae9abc5c8f794ead87538742d0085e8e085fd302a,1855,34,167,45,11,0,6,0.1083558,0.06361186,0.38867925,10
BMY-2021,BMY,Bristol-Myers Squibb,Healthcare,2021,0001140361-21-010010,17e2ab5508096d1d9423b1b591bd20289bdb48889a6eeff3cb7a515f1530612c,en_core_web_sm,3.8.0,a59c4b214310d5a529b1bed05fe1bfa29e8c6af7a18df626c1fea9a48abda6b6,1810,28,176,43,5,0,3,0.08839779,0.05856354,0.46077348,12
BMY-2022,BMY,Bristol-Myers Squibb,Healthcare,2022,0001140361-22-010987,ffca45b97291ebbbdd78213ea654167127889fd17236a8115b856c15b16c3f9d,en_core_web_sm,3.8.0,309fd149775c68f3b6073516652316394fa1b128226be3072b969662638167c0,1830,32,175,45,6,0,1,0.09453552,0.06174863,0.4284153,15
BMY-2023,BMY,Bristol-Myers Squibb,Healthcare,2023,0001140361-23-013442,f271d0cd371a04ec845a464b409d81e703b4535850649f2756762a2caaf14580,en_core_web_sm,3.8.0,61fa53ef5276fb1126031ceeeaa9f47942dad253a635118eb96b8341883a9f25,1758,37,167,41,5,0,0,0.09954494,0.06086462,0.41183163,15
BMY-2024,BMY,Bristol-Myers Squibb,Healthcare,2024,0001140361-24-016251,5d036baa3a773e73d1928dbe6f1029b016634a36636ce7f0e779bb1ca7c5d8e3,en_core_web_sm,3.8.0,11157ac3b8c70135e1d7c8aa856d4074134c4289f1d46b506464a99a544cdcb5,1844,33,177,37,5,0,0,0.0791757,0.05585683,0.47396963,15
AMZN-2016,AMZN,Amazon,Consumer Discretionary,2016,0001193125-16-530747,a063bf49b153109ebb3cff542afeffa6c16e82920979bfa557e79485c13c6754,en_core_web_sm,3.8.0,19403773520b435b1327f87af07d16a7a77679a1e253756e160f09801b1f22f3,1718,47,105,35,3,1,0,0.17694994,0.09487776,0.12922002,23
AMZN-2017,AMZN,Amazon,Consumer Discretionary,2017,0001193125-17-120195,ea8c433f7ff014d1ca72e3ded48ec52eca850941a33d0b04ed3e2343e0e60484,en_core_web_sm,3.8.0,109f79dd9b38426b7cc851cc60762413c21c0869ed78a01c67698dc7fc3b8966,1747,48,106,30,2,1,0,0.16943331,0.08872353,0.13337149,21
AMZN-2018,AMZN,Amazon,Consumer Discretionary,2018,0001193125-18-121077,4cfd951edb3a4092246f94c8489adb8afe60a1774d3522873e3cc39d7b306e4f,en_core_web_sm,3.8.0,306f9d7c389e1f3649e00ee0492882e51e8136306c0f12b491aac4fdc9e786d6,1733,51,104,30,2,1,0,0.17022504,0.09405655,0.14541258,20
AMZN-2019,AMZN,Amazon,Consumer Discretionary,2019,0001193125-19-102995,eaca248bb5f184c92ab3b4d7a727a305c7f17e46c84561324c4e319ce5696b5d,en_core_web_sm,3.8.0,90b45c463c89c32f83bf2996a6a133c4149eafdbc7cf682eb3b56346ca27f817,1734,50,102,30,2,1,0,0.17128028,0.09400231,0.14475202,20
AMZN-2020,AMZN,Amazon,Consumer Discretionary,2020,0001193125-20-108422,d410db5933338b68b76c43083150b345f798041911cbd51162a79bcd3692e615,en_core_web_sm,3.8.0,37ae3891c57edb8673f874748555f23eb6c2f2f1d89a67f7fe36fc9d255cf062,1596,75,144,40,4,12,3,0.22305764,0.10526316,0.12656642,3
AMZN-2021,AMZN,Amazon,Consumer Discretionary,2021,0001104659-21-050333,66d8a2ccae6d37a51a768fcfab333f270b001e752f8a6987009b6a3495def104,en_core_web_sm,3.8.0,49457c797b08afa4d309b3de5c02095219ccd8b5be90f4c8b9f779641b7c2fa1,1681,64,148,45,6,10,3,0.21475312,0.09577632,0.12135634,2
AMZN-2022,AMZN,Amazon,Consumer Discretionary,2022,0001104659-22-045572,c9b6ab72564aedd6777d98205823e813b22c38fb905baf9b86351d3bc8bb7d9d,en_core_web_sm,3.8.0,fe06d6bbcebd3565355704bbb3b85115620f5765fce2b3da87d136580e95495a,1720,49,156,40,0,8,4,0.19534884,0.08837209,0.15406977,6
AMZN-2023,AMZN,Amazon,Consumer Discretionary,2023,0001104659-23-044708,d261ade4093812787d67f4a40267780abf99e23b7ef3c652de6925556863faf5,en_core_web_sm,3.8.0,817d0d899d25a4b89403d63fd016c39af220ad5470733eadaca368df9f67870d,1661,64,119,50,2,4,3,0.20168573,0.09813365,0.16496087,5
AMZN-2024,AMZN,Amazon,Consumer Discretionary,2024,0001104659-24-045910,1d5556f598b64a373d4403f993e0bb740e2b388fbc554211fe2b391d98b6b893,en_core_web_sm,3.8.0,fdabac5da24b5a95e5a5e634c13c72981126ac49997e76b6d68229524e34d983,1602,58,95,45,1,1,4,0.19850187,0.08801498,0.19413233,5
TSLA-2016,TSLA,Tesla,Consumer Discretionary,2016,0001193125-16-543341,8b36ac26a5b7df57ca08eae65648486c685e319bd8bf9b60f53b1e31937a4323,en_core_web_sm,3.8.0,e93a064a9665b0999d645f0f3c3e3a6437386d7954b5f80f599022a247bd3557,1687,48,120,33,2,0,0,0.17605216,0.07053942,0.20450504,14
TSLA-2017,TSLA,Tesla,Consumer Discretionary,2017,0001193125-17-130746,e2144d6479d79137e307fc555c001ea7b2939953cc459abf0957c2cfc971f806,en_core_web_sm,3.8.0,af4fd16c5ed86686fc45aea593dd70da5c263e842a49bb1732e20708ebb13309,1697,49,121,31,1,0,0,0.17206836,0.07012375,0.2186211,14
TSLA-2018,TSLA,Tesla,Consumer Discretionary,2018,0001193125-18-035345,9e2a47071e3212031e599d87d99363c48c4fc8a41d119c73dc33f926694de122,en_core_web_sm,3.8.0,5d15eb90c147fc83e7e1b740259ab994e591a738d342727ef142d16de1260c1b,1722,48,114,38,20,3,2,0.16027875,0.09117305,0.1445993,22
TSLA-2019,TSLA,Tesla,Consumer Discretionary,2019,0001564590-19-014268,90d58fcb15537862481c0d48fcab72bc25dd8493cb68279ec9c66eef2e7c1da4,en_core_web_sm,3.8.0,e0f95c6729e57f0664fd65c2a0feab9450aa34a0f15fcb9aa40ecb5ab1edfd6b,1621,41,178,38,5,0,0,0.10487353,0.06230722,0.30721777,7
TSLA-2020,TSLA,Tesla,Consumer Discretionary,2020,0001564590-20-027321,ddd0f8a5fa1f753c72ad06f06093f80e48ca19f93baace1f15b1e2f8be57a687,en_core_web_sm,3.8.0,0d370a97376c28c208eedbb0623ee58dbf6d1b8d546818fe706a93d09e670261,1608,48,145,31,3,0,0,0.12375622,0.06965174,0.25310945,10
TSLA-2021,TSLA,Tesla,Consumer Discretionary,2021,0001564590-21-045926,36ec43933de74cf297767105962f656e12eb805309f76a0dcc3e6f2ff1857077,en_core_web_sm,3.8.0,2f93540a64660a68a8db45ef9da1c0b9b0f68fa613bfeb457a8e284a6a5b2f0e,1587,47,143,29,5,0,0,0.12980466,0.07120353,0.25078765,10
TSLA-2022,TSLA,Tesla,Consumer Discretionary,2022,0001564590-22-024064,48790217c155ffd46ba9d51c6d0754bd9431924f4988cbee4ec3144461030184,en_core_web_sm,3.8.0,7774b89bdf4916340b7753a93e1ce749f7fc0ffbf65f349c3075be74863d44bc,1542,54,150,19,8,0,0,0.12645914,0.06679637,0.26005188,9
TSLA-2023,TSLA,Tesla,Consumer Discretionary,2023,0001193125-23-094075,6bed66b73217da19a7eb7049e0fd8a681029c2854ecb80ac3eced34ebb936383,en_core_web_sm,3.8.0,297908efbe3117cd1fe40f15c2cee6cb8b517a26f86e98aeed7182f6a53f313c,1643,50,138,37,4,1,1,0.13877054,0.06086427,0.25319537,16
TSLA-2024,TSLA,Tesla,Consumer Discretionary,2024,0001104659-24-053333,8302e5171d71cca69cd79a454214d62c65758c1afb9202d22e07f2dbc5a6f752,en_core_web_sm,3.8.0,4c0ef64b71211d02d34b84071894a2b5e2c9c08576d101b191238f3198bb10c8,1707,61,126,33,10,0,2,0.15524312,0.09197422,0.14294083,16
HD-2016,HD,Home Depot,Consumer Discretionary,2016,0001193125-16-529376,497749d37c424b80e6bc27720326a436f09d46a2db161602adce4455e76ab20b,en_core_web_sm,3.8.0,88c27c676b9c71f98a721ef8655a06ec3d23c635a39a250bab0d29d7f4e0f18e,1645,54,170,43,11,4,6,0.14832827,0.07841945,0.25653495,10
HD-2017,HD,Home Depot,Consumer Discretionary,2017,0001193125-17-108511,7b8657a04d4e6f8b32300b8b250f6c8816f36d35383cb4a78f5ee5c24bfedba0,en_core_web_sm,3.8.0,166834395123c2dd6c04534f006fa4988ad10ed8edcc82ca38c1d878ad66f7b6,1693,57,145,44,13,1,1,0.16125222,0.08387478,0.1978736,9
HD-2018,HD,Home Depot,Consumer Discretionary,2018,0001193125-18-104990,a0de6498f243b11625066451de050bdd4a6924c1ba48b868cd3d3c5819c49d42,en_core_web_sm,3.8.0,79af0790b845c115ddc14f7486b3746a4600aa90205d3f87c5a9af76bc88c78e,1679,58,141,41,13,1,1,0.16081001,0.08338297,0.21322216,11
HD-2019,HD,Home Depot,Consumer Discretionary,2019,0000354950-19-000014,1e904e425547d3b9396f9693e063689799e6d0c014cf318bb3066f1c4e3410d8,en_core_web_sm,3.8.0,99c217df54e54254f76c48213e50e60ea4bf0013c95e0385db054816f3cd570b,1658,52,123,43,11,3,3,0.19360676,0.08986731,0.1544029,6
HD-2020,HD,Home Depot,Consumer Discretionary,2020,0000354950-20-000024,cc4b7abc7d82ce848c07c09e07d7414be8c9b542e50016fda6e75436e7ce0ba7,en_core_web_sm,3.8.0,3e673124ef7999345cad468e19bf632e0c909748bf301f194234fcf40c71c228,1665,47,111,43,5,3,1,0.2024024,0.09189189,0.13633634,5
HD-2021,HD,Home Depot,Consumer Discretionary,2021,0000354950-21-000116,54cbbf9d6e6e0ac7b05c3496449bcd14c4e7dba248619ad3ffd423bcdbd8e7af,en_core_web_sm,3.8.0,8f5377c7027bfd0318ce1018367ffdd5c72bf2a2670779856518be7933c08e31,1585,42,100,36,4,7,2,0.21198738,0.09400631,0.12492114,1
HD-2022,HD,Home Depot,Consumer Discretionary,2022,0000354950-22-000116,64de19b459a089bc1999fbeff63a1c951fef22f73549baed5a20ef2159c5570c,en_core_web_sm,3.8.0,6954837a26323b006f8862d8ebc996041e7c137072eda2f51636984cdf791a72,1590,57,105,39,9,6,3,0.21194969,0.1,0.12830189,6
HD-2023,HD,Home Depot,Consumer Discretionary,2023,0000354950-23-000101,3805945d8628bd43de9510ace7ac21aa6e1656e826f4302f4860491e4f634d52,en_core_web_sm,3.8.0,540d5cc8f35f43f9df4dbf2ab46e93d57cc75bf5474b38e371a9de8b065563fb,1618,59,113,32,12,6,3,0.19406675,0.10444994,0.13720643,9
HD-2024,HD,Home Depot,Consumer Discretionary,2024,0000354950-24-000108,c83e5db1183e964d19546b1d3c12c7e603d71eae098fe194c4a1deecf98c7e29,en_core_web_sm,3.8.0,539ad094999b261afcd129df33796c5ae20e5b70a94d24c75304e47613ddd51c,1613,56,104,29,8,6,3,0.20396776,0.09919405,0.12709237,8
MCD-2016,MCD,McDonald's,Consumer Discretionary,2016,0000063908-16-000113,ddd079607c66440f6dd8281c49c4fa957e33e8e5d57936f6b41eafe702e45116,en_core_web_sm,3.8.0,e97507d307ab2103c9720e200f9e11bc354a1bc70b3e8bd93e595eb57bf187c6,1612,61,135,55,29,0,0,0.18052109,0.0825062,0.15384615,11
MCD-2017,MCD,McDonald's,Consumer Discretionary,2017,0001206774-17-001192,ed0bfcd8b1ef129a33217fc4696c1780071c268ed86f1dd32b64f7a9ac23f57a,en_core_web_sm,3.8.0,0c854ca4957ff552b71f7b55a8afa00d96c93d11becea65c85e1d1ee580e214e,1651,60,142,48,9,6,1,0.18049667,0.08964264,0.13930951,9
MCD-2018,MCD,McDonald's,Consumer Discretionary,2018,0001206774-18-001176,316e9b20993897593cb5dfd8c361667665a1e5e73d5d577264335f728fb9eb7c,en_core_web_sm,3.8.0,a7c0432db15dbbefb911018df938e66d0678b3bb50c7a97cf4bfbf71bd5f1265,1616,55,118,62,5,2,4,0.20730198,0.09591584,0.12376238,7
MCD-2019,MCD,McDonald's,Consumer Discretionary,2019,0001206774-19-001299,7be161f6f9bc705a347cccb0c4e626e2ca4aad651f3e4ea7147a2bf338fef206,en_core_web_sm,3.8.0,1ba3ee68289969e04977f91991bc5256011cf4fb7334be9b413dc6085c09ce7c,1624,57,99,42,10,0,3,0.20812808,0.10344828,0.11268473,3
MCD-2020,MCD,McDonald's,Consumer Discretionary,2020,0001206774-20-001117,44f7b4039267b2341b9b422fb1efdc3e29f2f9310cc2975bfd7a7e21849922d0,en_core_web_sm,3.8.0,4a36e3b156518ce6aaca761b439ee77b814b390108e1db3650ca286d0af3919e,1650,56,114,44,14,3,2,0.18242424,0.08848485,0.11757576,16
MCD-2021,MCD,McDonald's,Consumer Discretionary,2021,0001206774-21-001039,b93e517e5b2ecdf67400468740e421644fe4c0b53a060b1d3ee85911446bf000,en_core_web_sm,3.8.0,3c7c34da4909e1b6a91406678bc2a38c26721203aee52eff04cdf7e77042c3f0,1659,56,116,48,11,2,0,0.17781796,0.08740205,0.12718505,16
MCD-2023,MCD,McDonald's,Consumer Discretionary,2023,0001558370-23-005957,ef338161660ebb58a470ec562d4f2bf540fd36291b02d63c6899b6facdbf9830,en_core_web_sm,3.8.0,ad5ba98bf5ee4c9f808f2eed26f31d9ffc0828b0fbafd6b5bd7d77b5c797eae7,1603,53,127,53,18,0,2,0.18028696,0.09232689,0.15782907,4
MCD-2024,MCD,McDonald's,Consumer Discretionary,2024,0001558370-24-004818,66b7d9004de86a5d02fba8edf17257d40ec3ed2663738aeb2f6d2aee68698b82,en_core_web_sm,3.8.0,42774da00360118018a095790572e3bf67fb7b37310a1a136682581000760f52,1716,56,136,61,20,2,2,0.16142191,0.09032634,0.1509324,13
NKE-2016,NKE,Nike,Consumer Discretionary,2016,0000320187-16-000339,6e193d0434e8361c03a658685b834848f46501260c6d9f05f9c10b44ad38ca29,en_core_web_sm,3.8.0,56414342dfd2035554107389f79309c26ac88af9fabd60c28459c612db47d536,1705,57,127,48,4,0,1,0.15835777,0.09442815,0.16422287,20
NKE-2017,NKE,Nike,Consumer Discretionary,2017,0000320187-17-000127,fb6389537a7348a2e3c3eb09c025bd8131a9a1786f6949564096ad4403b42af9,en_core_web_sm,3.8.0,d75a2c3d3a91d15ed9fd3bae147c3242e983274f66e8b93a14e201b4e849b705,1709,59,119,44,4,0,1,0.1544763,0.09479228,0.15857226,19
NKE-2018,NKE,Nike,Consumer Discretionary,2018,0000320187-18-000144,b20ff134579914a5681217598a429cde10bb19e5cd6517ecfb77586a249bae66,en_core_web_sm,3.8.0,bb16f6aab230167520ab283dbcd8becdf43d0d01e26bd63c042857fdbff4b2f5,1710,57,131,51,7,0,1,0.15380117,0.09356725,0.17017544,21
NKE-2019,NKE,Nike,Consumer Discretionary,2019,0000320187-19-000053,ba8052bb6a5ff8a432e26cb88bcf66b21584aebada1d2eec44e168db380813d5,en_core_web_sm,3.8.0,479ff8f4aebc7d71a38bf65f701b6e034b303f5ad744e24302676ff6f3b34a3d,1635,58,117,37,3,0,0,0.16574924,0.07889908,0.17675841,15
NKE-2020,NKE,Nike,Consumer Discretionary,2020,0000320187-20-000049,ee2cf58f7b0335e24b83eeea75f563acaa1563ccb0e2fce3a69690c63694f272,en_core_web_sm,3.8.0,88485708714ad75e5c13d8a7ab7610167db197ab9d2b6965ae31db9e5f2971b7,1612,49,116,35,9,0,0,0.1662531,0.08808933,0.18114144,10
NKE-2021,NKE,Nike,Consumer Discretionary,2021,0000320187-21-000035,bcf056a0a5d29956ba99c46c614c8bf9278b18362c0e6f2746757c66dbddca90,en_core_web_sm,3.8.0,c47b50ef2c21c06bb74121309a26acb02d0c389e1022e7b80d41322ce5ec9eda,1575,50,115,34,4,0,0,0.16888889,0.10095238,0.17650794,10
NKE-2022,NKE,Nike,Consumer Discretionary,2022,0000320187-22-000041,b733bb24dc256bf36429c8fa1241aafe2dca35ba30d522d7e0e782bc042511cb,en_core_web_sm,3.8.0,ae381530e9e69f63d084ef27e0a0b269e438a016be700389e9223475b4548b87,1598,56,138,51,3,0,0,0.16770964,0.08948686,0.20337922,12
NKE-2023,NKE,Nike,Consumer Discretionary,2023,0000320187-23-000040,feeadb0983ce8987ced3c4eee68859e22b35e6cd4e0961196d6b3596835c449f,en_core_web_sm,3.8.0,8a05d47ba90f61ef1b74fdb08c2a84883808d40b0029eaa9e41e499c819bb9db,1636,57,127,40,12,0,0,0.17542787,0.0806846,0.19132029,18
NKE-2024,NKE,Nike,Consumer Discretionary,2024,0000320187-24-000045,3b5cfefa13538e12a4a0a82e4f7951cbaeb66e071502e981d8cd43b362c8d9f7,en_core_web_sm,3.8.0,e2cbdc9edb7360a1fb52429c02689b1db22d2435ccbdcf8267e2c421420b95e4,1612,56,134,43,9,0,0,0.16687345,0.09057072,0.1898263,13
SBUX-2016,SBUX,Starbucks,Consumer Discretionary,2016,0001567619-16-001713,013432a6f81fd950d6bca0bd632221b26ba3d27e6cd6106e1ba9286d4848b8c1,en_core_web_sm,3.8.0,e7610a1f0d32d30a4bfede50bb4342c2e74b18dfcffcf3c8e40aa079d7cf0216,1648,61,134,31,6,0,0,0.15898058,0.07706311,0.1881068,17
SBUX-2017,SBUX,Starbucks,Consumer Discretionary,2017,0001672764-17-000003,59b29687d338ecdcdb9e729c1f7ac68706bb9eb612e279de3fc1f66920adb103,en_core_web_sm,3.8.0,e983cd87f557d7cca7cd0f8fe1d1cf3b7b982b56f66fb86280a75a6cefcffecd,1708,68,116,25,3,0,0,0.16100703,0.08021077,0.18501171,19
SBUX-2018,SBUX,Starbucks,Consumer Discretionary,2018,0001193125-18-021792,28b9e0f42ecede08601a1c5c9b2074ae320eabac8a1bb375d5c15e724f1e5e75,en_core_web_sm,3.8.0,84205427874d76ec3c5d6a47a903f3d77c21485dbef88bdf0ee911474e8dc49c,1671,69,103,23,5,0,0,0.16517056,0.08916816,0.14901257,25
SBUX-2019,SBUX,Starbucks,Consumer Discretionary,2019,0001193125-19-017145,8ba626f27d38571d2de366f01645eee8d2fbea8406de582ad0ff9f4d7078c313,en_core_web_sm,3.8.0,c49feca98df71985a477315834e3ba3f70eeffa8ba708c7bd84d38a2bd14e723,1655,55,104,25,12,0,0,0.17703927,0.09003021,0.14743202,13
SBUX-2020,SBUX,Starbucks,Consumer Discretionary,2020,0001206774-20-000230,133b9a5116c6aace006fe7344cb6d8ded7a9482c649a234954d9ca6ce42d1a13,en_core_web_sm,3.8.0,366c9b710d04c1001701dea9e923a44b36d7d81c136fc6e237369cb547aea6b7,1562,45,139,28,5,0,0,0.15556978,0.07362356,0.25608195,12
SBUX-2021,SBUX,Starbucks,Consumer Discretionary,2021,0000829224-21-000017,b6d7d820639bdad79e86765561790570d4222ad360351f7e13b2c6f337ede9b7,en_core_web_sm,3.8.0,935d95e5067aad9d001d2e4e21345558e96468870b2106840a13fdced11a5dd8,1535,47,136,30,6,0,0,0.15960912,0.07752443,0.24364821,10
SBUX-2022,SBUX,Starbucks,Consumer Discretionary,2022,0001206774-22-000270,217a8c8942d648dcd7da56fc3007b17b2d002a4dd26e0ebb90cc7fefae39297e,en_core_web_sm,3.8.0,e34a7e3edaef74a1a4f73daacdd40c79365274f0e2a92964744704d4aa0bcf58,1608,53,127,25,6,0,0,0.15485075,0.085199,0.20273632,16
SBUX-2023,SBUX,Starbucks,Consumer Discretionary,2023,0000829224-23-000007,915b086d98e279e61add9c832fbd100aee4fe6f0cfdc7e36fe3c84bb54ef3eb5,en_core_web_sm,3.8.0,1b16c498127e1f42e16abeb9cfea33222aa14fba00546aac3028ea681a54dd38,1593,62,127,26,5,0,0,0.14124294,0.08160703,0.22912743,17
TGT-2016,TGT,Target,Consumer Discretionary,2016,0001308179-16-000375,c55a66033ac0f08288069f92856ca8cd0dc1fdf654ea410dc425d1a8c57baf88,en_core_web_sm,3.8.0,1e5fe77a0beabd6dde9807a476e9c1f610e3331c8991ed17f90d221674ee4b27,1584,54,156,43,12,0,0,0.15025253,0.08207071,0.23421717,7
TGT-2017,TGT,Target,Consumer Discretionary,2017,0001308179-17-000174,13c6bcf62b1a4e4977561e12a6c5128dd815fd4dbf9f3300b79053b7a82dba12,en_core_web_sm,3.8.0,0c1d0f2e424ebe166bddedfa371ad646accca5525c64a6f9491d5de5383fdd15,1596,45,158,30,5,0,0,0.20363409,0.07957393,0.18922306,10
TGT-2018,TGT,Target,Consumer Discretionary,2018,0001308179-18-000237,6ac0a1f70ef723113f9ae95ffd18c7caa17fdae37e7a2d4e61ee9b12058457bd,en_core_web_sm,3.8.0,896543226678768c566d059085cbc7231a7a0da2b5ed475bb6208cf9f0a03295,1583,44,155,31,7,0,0,0.20909665,0.09096652,0.17245736,10
TGT-2019,TGT,Target,Consumer Discretionary,2019,0001308179-19-000197,9ef7c83aeb4b5542d690f776dfa949719012a32c7c5a7eb6d44b170e70d1addd,en_core_web_sm,3.8.0,71d6367c871648adaa5ab16188205232c2f6881c0d35738c6fa49714dcd2999e,1584,42,149,30,4,0,0,0.21843434,0.0864899,0.17045455,10
